00000000078,,,PST-51 AR2 (тумблер),шт,Тумблеры,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000088,,,BOX-KA08 (корпус),шт,Корпуса,6,,,,,,,,,,,,,1,,,,,,,,5,,5,0 
00000000089,,EM14R0D-R20-L032N@BOURNS,EM 14 ROD-R20-L064S энкодер,шт,"N-кодеры, кнопки",2,,,,,,,,,,,,1,,,,,1,,,,0,,0,0 
00000000090,,,RG-58 (кабель),м,"Провода,кабеля",20,,,,,,,,,,,,,0,,,,,,,,20,,20,0 
00000000091,,MT-Link V8 JTAG,Отладочное средство MT-Link V8 JTAG эмулятор для ARM ,шт,"Платы (печатные, демо, отладочные)",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000092,,,1008СS-102XGL 1 uH (катушка индуктивности) ,шт,Катушки индуктивности,2250,1,,,,,,,1,,,,,,,,21,,1,,,2228,,"2228,00 ",1 
00000000093,"99,3060",CS1008-4R7G-S,"1008СS-472XGLB 4,7 uH (катушка индуктивности) ",шт,Катушки индуктивности,179,,,,,7,,,,,,,,,,,98,,,,,81,,81,0 
00000000094,,,1008СS-181XGL (катушка индуктивности) ,шт,Катушки индуктивности,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000095,,,"1008СS-272XGL 2,7 uH (катушка индуктивности) ",шт,Катушки индуктивности,231,4,,,,,,,4,18,,,111,14,,,40,,4,,,44,,"44,00 ",1 
00000000096,,,1008СS-332XGL (катушка индуктивности) ,шт,Катушки индуктивности,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000097,,,1008СS-391XJB (катушка индуктивности) ,шт,Катушки индуктивности,25,,,,,,,1,,,,,,,,,,,,,,25,"16,04","21,00 ",1 
00000000098,,,1008СS-471XGL (катушка индуктивности) ,шт,Катушки индуктивности,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000099,"93,   3060",,1008СS-472XJL (катушка индуктивности) ,шт,Катушки индуктивности,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000100,,,1008СS-681XGL (катушка индуктивности) ,шт,Катушки индуктивности,217,,,,,,,,,,,,,,,,,,,,,217,,217,0 
00000000101,,,ADT1.5-1+ (Трансформатор),шт,Трансформаторы,50,,,,,,,,,,,,,,,,,,,,,50,,50,0 
00000000106,,,DJK 09 (разьем питания),шт,Разъемы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000108,,,Изолирующие втулки,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000109,,,Изолирующие шайбы д3,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000110,,,Стойка М3*10,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000112,,,Решетка  40*40 дла вентилятора,шт,Вентиляторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000115,,,"Термоусадка 12,7 мм",м,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000118,,,0805 560 pF (чип конденсатор),шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000119,,,"0805   1,3 кОм (чипрезистор)",шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000120,,,0805  62 Ом (чип резистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000121,,,"0805   2,4 кОм (чипрезистор)",шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000122,,,0805  75 Ом (чип резистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000123,,,"Батарея ""крона""",шт,Батарейки,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000125,,08051A510JAT2A,0805   51 pF (чип конденсатор),шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000127,,,0805   2.2  кОм (чип резистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000128,,,0805  15 кОм (чипрезистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000130,,,BNC C58P (штекер  под обжим),шт,Разъемы,1,,,,,,,,,,,,,,,,,,,,,1,,1,0 
00000000131,,,PLS-40 (1*40) (разъем),шт,Разъемы,5,,,,,,,,,,,,2,,,,,,,,,3,,3,0 
00000000132,,,Светодиод красный 3mm,шт,Диоды,86,,,,,,,,,,,,,,,,,,,,,86,,86,0 
00000000135,"990,",,0805    1 uF (чип конденсатор),шт,Конденсаторы,580,4,,,,5,,18,1,,,,,68,,,458,,4,,,50,"2,16","-22,00 ",1 
00000000136,,,0805 330 Ом (чипрезистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000138,,ST-008S-04,"ST-008S-04 стерео гн.на плату 6,35 мм (разъем)",шт,Разъемы,281,4,2,,,4,,,,18,26,45,92,2,8,,5,,7,,,78,,78,0 
00000000145,,,CDRH104NP-680MC (катушка индуктивности),шт,Катушки индуктивности,24,,,,,,,,,,,,,,,,,,,,,24,,24,0 
00000000146,,,110 MHz KXO-V97 (Генератор кварцевый),шт,"Генераторы, резонаторы (кварцевые)",33,,,,,,,,,,,,,,,,,,,,,33,,33,0 
00000000148,,,2512 365 Ом 1% (чип резистор) ,шт,Резисторы,32,,,,,,,,,,,,,,,,,,,,,32,,32,0 
00000000149,,,PVG3A502 5 кОм (подстроечный чип резистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000151,,,1553ВUBKBAT (корпус),шт,Корпуса,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000152,407,,OKWA9052229 (элемент корпуса),шт,Корпуса,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000153,,,OKWA9152219 (элемент корпуса),шт,Корпуса,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000154,,,OKWA9174006 (контакт пружинный),шт,Корпуса,2,,,,,,,,,,,,,,,,,,,,,2,,2,0 
00000000155,,BN-61-202,BN-61-202 фэрит (трансфлюктор) 2861000202 / 155,шт,Трансформаторы,49,1,,,,1,,,,2,,1,1,,,,13,,1,,,31,,31,0 
00000000156,,ETC4-1-2TR,TC4-1T+Mini Circuits (трансформатор),шт,Трансформаторы,20,1,,,,1,,,,,,,,1,,,1,,1,,,17,,17,0 
00000000161,,,LL4148 (диод) ,шт,Диоды,314,15,,,,,,,,2,,,,,,,,,15,,,297,,297,0 
00000000163,,,2N7002 (транзистор),шт,Тразисторы,571,3,2,,,,,,,,200,,14,200,6,,,,3,,,148,,148,0 
00000000164,,,0603  49.9 Ом 1% (чипрезистор),шт,Резисторы,639,15,,,1,8,2,,,,,,127,,20,,,,75,,,417,,417,0 
00000000165,3697,,BZV55C3V3 (стабилитрон),шт,Диоды,336,10,3,,,,,,,,300,,,36,,,,,,,,0,,0,0 
00000000179,,,"Зажим винтовой ЗВИ - 3 0,75 - 4 мм 12 пар ИЭК",шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000181,,,ADA49411YCPZ-R2 (микросхема),шт,Микросхемы,3,,,,,,,,,,,,,,,,,,,,,3,,3,0 
00000000183,,,ADL5385ACPZ-R7 (микросхема),шт,Микросхемы,2,,,,,,,,,,,,,,,,,,,,,2,,2,0 
00000000184,,,ES18E15 - P1J (источник питания),шт,Источники питания,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000185,,,1455Т1601 (корпус для РЭА),шт,Корпуса,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000188,,,PCB333 (печатная плата),шт,"Платы (печатные, демо, отладочные)",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000189,,,Тант. чип конденсатор  100mkF 10V 10% типС,шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000190,,,LQM21 390 nH (катушка индуктивности),шт,Катушки индуктивности,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000192,,,Оптические приводы,шт,Компьютерные комплектующие,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000203,,,PCB111 (печатная плата),шт,"Платы (печатные, демо, отладочные)",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000204,,,Линолиум,шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000208,,,Термоусадка D 1.2,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000209,,,Термоусадка D 2,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000210,,,D 5 (термоусадка),шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000211,,,Термоусадка D 3 ,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000212,,,Термоусадка D 1.5,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000220,,,NJM4558D (микросхема),шт,Микросхемы,40,,,,,,,,,,,,,,,,,,,,,40,,40,0 
00000000222,,,Канифоль,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000223,,,Жир паяльный,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000225,,,PBS 1*40 (разъем),шт,Разъемы,3,,,,,,,,,,,,1,,,,,,,,,2,,2,0 
00000000227,,,НФ 115,шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000230,,,RC - 60 (шлейф),шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000241,,,Переходник Jack 3.5 ->6.3 (стерео-стерео),шт,Разъемы,19,2,,,,,,,,3,,,2,,2,,2,,2,,,8,30,8,0 
00000000244,,,PST-51 AR2 (тумблер),шт,Тумблеры,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000251,,KDC6,Переключатель KDC6,шт,Тумблеры,41,,,,,,,,,,,,,,,,,,,,,41,,41,0 
00000000252,,,Гнездо-колодка КРОНА ZH279,шт,Разъемы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000254,,,Винт 3*6 M DIN 7985 (с полуцилиндр. головой),шт,Крепеж,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000255,,,Винт 3*25 M DIN 7985 (с полуцилиндр. головой),шт,Крепеж,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000256,,,Гайка М 3 ГОСТ 5915-70 оц,шт,Крепеж,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000258,,,DRV135UA TI(микросхема),шт,Микросхемы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000259,,,Микрофонный кабель,шт,"Провода,кабеля",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000266,,,ПФ 15 (краска),шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000267,,,Раствор 646,шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000268,,,FT232RL (микросхема),шт,Микросхемы,28,,,,,,,,,,,,,,,,,,,,,28,,28,0 
00000000269,,,ПП Макетная Beta 100*50 mm,шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000271,,,BLA007 - 15 (радиатор),шт,Радиаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000272,,,M4T40/18Y2 - 0 - 1 (ручка) (ЕЕ),шт,"N-кодеры, кнопки",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000274,,,0805 100 Ом (чип резистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000277,,,DS90LV028ATM  NOP (микросхема),шт,Микросхемы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000278,,,LQH43CN101KO3L (катушка индуктивности),шт,Катушки индуктивности,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000279,,,0603   51 pF (чип конденсатор),шт,Конденсаторы,3129,8,,,,8,,,4,,,,,,,,40,,8,,,3081,,"3081,00 ",1 
00000000280,,,0603  270 pF (чип конденсатор),шт,Конденсаторы,2360,,,,,,,,,,,,,,,,,,,,,2360,,2360,0 
00000000281,,,0603  240 pF (чип конденсатор),шт,Конденсаторы,1550,,,,,,,,,,,,,,,,,,,,,1550,,1550,0 
00000000282,3290,VE-220M1VTR-0505DW,22 uF 35V алюминиевый (конденсатор),шт,Конденсаторы,48,,,,,,,,,,,,6,,,,,,,,,42,,42,0 
00000000283,,,0805  15 Ом (чип резистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000284,,,0805  10 Ом (чипрезистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000285,,,0805 470 pF (чип конденсатор),шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000288,,,DB - 15 (корпус),шт,Разъемы,6,,,,,,,,,1,,,,,,,,,,,,5,,5,0 
00000000295,,,0805 120 pF (чип конденсатор),шт,Конденсаторы,1000,2,,,,,,,2,,,,,,,,20,,2,,,978,,"978,00 ",1 
00000000299,,,0805  24 Ом (чипрезистор),шт,Резисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000302,,,BC817 (транзистор),шт,Тразисторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000303,,,40 *40 (вентилятор),шт,Компьютерные комплектующие,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000308,,,Винт 3*10 ,шт,Крепеж,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000309,,,RC - 40 (шлейф),шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000310,,MBRS540T3G,MBRS540T3G (диод),шт,Диоды,45,1,,,,1,,,,,,,1,4,2,,1,1,1,,,35,,35,0 
00000000311,,,INA163UA  (микросхема),шт,Микросхемы,9,,,,,,,,,,,,,,,,,,,,,9,,9,0 
00000000312,,,IPC 1210 (PROEL) (кабель микрофонный),шт,"Провода,кабеля",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000313,,,"Шнур питания 1,8 м",шт,"Провода,кабеля",17,,,,,,,,,,2,,,4,1,,1,,1,,,8,,8,0 
00000000314,,,USB 2.0 удлинитель (кабель),шт,"Провода,кабеля",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000315,,,Сетевой шнур,шт,"Провода,кабеля",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000316,,,CDR700Mb Mirex Hotline 48 speed (диск),шт,Компьютерные комплектующие,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000317,,,CDR700Mb Mirex Maestro vinly 52 speed (диск),шт,Компьютерные комплектующие,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000318,,SGA-6286Z,SGA-6286 (микросхема),шт,Микросхемы,68,1,,,,1,,,1,5,,1,,36,,1,10,,1,,,14,,"14,00 ",1 
00000000319,,,Pcb_v2.3 (печатная плата),шт,"Платы (печатные, демо, отладочные)",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000320,421,,0805    1.5 nF (чип конденсатор),шт,Конденсаторы,1160,16,,,,4,,,,,,,0,,,,,,16,,,1144,,1144,0 
00000000321,,,0805 510 pF (чип конденсатор),шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000322,,,0805    0.1 uF  (чип конденсатор),шт,Конденсаторы,168,,,,,,65,,,168,,,,,,,,,,,,0,,0,0 
00000000324,,,Выключатель белый мал,шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000325,,,Слюда пластина 50*40 мм,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000326,,GCM2165C2A102JA16D,0805    1 nF (чип конденсатор),шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000327,,,0805 100 pF (чип конденсатор),шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000328,,,0805    6.8 nF (чип конденсатор),шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000329,,,"0805    2,7 nF (чип конденсатор)",шт,Конденсаторы,221,,,,,,,,,,,,79,,,,,,,,,142,,142,0 
00000000330,,,0805 240 pF (чип конденсатор),шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000331,,,0805 270 pF (чип конденсатор),шт,Конденсаторы,3280,,,,,,,,,,,,120,,,,,,,,,3160,,3160,0 
00000000332,1628,,0805 430 pF (чип конденсатор),шт,Конденсаторы,471,,,,,1,,,,,,,,,,,,,,,,471,,471,0 
00000000335,,,USBB - 1J (разъем),шт,Разъемы,33,,,,,,,,,6,,5,10,2,,,5,,1,,,4,,4,0 
00000000336,,,"Термоусадка ТСТ 8,0*4,0",м,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000337,,,Термоусадка диам. 10 мм,м,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000342,,,DB- 25 гнездо (Разъем),шт,Разъемы,9,,,,,,,,,,,,,,,,,,,,,9,,9,0 
00000000344,,,Ручка RR4817,шт,"N-кодеры, кнопки",761,,3,,,,,,,18,27,43,,288,,,,,,,,385,,385,0 
00000000346,,,Винт_,шт,Крепеж,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000349,,,Светодиод желтый 3mm,шт,Диоды,588,,,,,,,,,,,,3,,,,,,,,,585,,585,0 
00000000350,,ARL2-3040PGC,Светодиод зеленый 3mm,шт,Диоды,99,,,,,,,,,,,,,,,,,,,,,99,,99,0 
00000000351,,,0805   1 МОм (чип резистор),шт,Резисторы,,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000354,,293D107X9010C2TE3,Тант. чип конденсатор  100mkF 10V 10% типС ,шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000358,,,"Термоусадка 2,4 мм",м,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000359,,,DB- 15M вилка (разъем),шт,Разъемы,20,,,,,,,,,1,,,17,,,,,,,,,2,,2,0 
00000000360,,,Джермафлекс,пог.м,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000363,,,Диск-СD,шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000364,,,Маркер для СD-DVD,шт,Компьютерные комплектующие,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000365,,,Вентилятор 40x40x20,шт,Вентиляторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000367,,,0805  13 Ом 5% (чип резистор),шт,Резисторы,1998,,,,,,,,,,,,,,,,,,,,,1998,,1998,0 
00000000368,,,AD8137YRZ  (микросхема),шт,Микросхемы,1,,,,,,,,,,,,,,,,,,,,,1,,1,0 
00000000369,,,AD8302ARUZ (микросхема),шт,Микросхемы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000370,,,Термоклей,шт,Расходные материалы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000371,,,470 uF 35V (конденсатор выводный),шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000374,,,Толкатель А17,шт,"N-кодеры, кнопки",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000375,,,Толкатель А24,шт,"N-кодеры, кнопки",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000376,,,Толкатель А27 белый,шт,"N-кодеры, кнопки",0,,,,,4,,,,,,,,,,,,,,,,0,,0,0 
00000000377,,,Толкатель А27 черный,шт,"N-кодеры, кнопки",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000380,,,"Провод ПВ - 3 (0,5)",шт,"Провода,кабеля",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000381,,,Ножки для РЭА,шт,Корпуса,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000382,,,Шайба,шт,Крепеж,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000384,,,Кабель USBA-USBB,шт,"Провода,кабеля",84,,1,,,,,,,4,9,24,,33,,,1,1,,,,12,,12,0 
00000000386,,,Тант. чип конденсатор  220uF 35V ,шт,Конденсаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000387,,,OKWA9052108 (элемент корпуса),шт,Корпуса,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000388,,,OKWA9152018 (элемент корпуса),шт,Корпуса,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000389,,0612009,OKWA0612009 (корпус Панель-01),шт,Корпуса,75,,1,,,,,,,,,,,,,,,,,,,75,,75,0 
00000000390,,,OKWA9212330 (элемент корпуса),шт,Корпуса,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000392,,,24.000 MHz HC-49US (Резонатор кварцевый),шт,"Генераторы, резонаторы (кварцевые)",34,,,,,,,,,,,,,,,,,,,,,34,,34,0 
00000000396,,,Толкатель А03 красный,шт,"N-кодеры, кнопки",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000397,,,Толкатель А03 черный,шт,"N-кодеры, кнопки",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000398,,,Толкатель А19 черный,шт,"N-кодеры, кнопки",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000399,,,"PSW-3, кнопка б/ф",шт,"N-кодеры, кнопки",0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000400,,,Клей,шт,Прочее,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000401,,,Трансформатор 60W,шт,Трансформаторы,0,,,,,,,,,,,,,,,,,,,,,0,,0,0 
00000000403,,,L7805CV ( микросхема),шт,Микросхемы,10,,,,,,,,,,,,,1,,,,,,,,9,,9,0 
00000000405,,,Переходник Jack 3.5 ->6.3 (моно-стерео),шт,Разъемы,54,,,,,,,,,,,,,,,,,,,,,54,,54,0 
